,Player,Team,GP,Wins,Losses,oiGF,GA,TeamGP,TeamW,TeamL,TeamGF,TeamGA,goalieExpectedWinGames,goalieExpectedWinPercentage,goalieActualWinPercentage,teamExpectedWinGames,teamExpectedWinPercentage,teamActualWinPercentage,goalieExpectedMinusActualPercentage,goalieExpectedMinusActualGames,goalieExpectedMinusTeamPercentage,teamExpectedMinusActualPercentage,teamExpectedMinusActualGames
24,Pavel Francouz,COL,34,21,11,103,77,70,42,28,236,190,21.024605696298057,0.6183707557734722,0.6176470588235294,41.22743109644573,0.5889633013777961,0.6,0.000723696949942787,0.024605696298056756,0.029407454395676158,-0.011036698622203911,-0.7725689035542729
22,Adam Werner,COL,2,1,1,5,5,70,42,28,236,190,1.0,0.5,0.5,41.22743109644573,0.5889633013777961,0.6,0.0,0.0,-0.08896330137779607,-0.011036698622203911,-0.7725689035542729
25,Antoine Bibeau,COL,2,1,0,6,5,70,42,28,236,190,1.1500920586136287,0.5750460293068144,0.5,41.22743109644573,0.5889633013777961,0.6,0.07504602930681437,0.15009205861362873,-0.013917272070981701,-0.011036698622203911,-0.7725689035542729
23,Philipp Grubauer,COL,36,18,16,116,90,70,42,28,236,190,21.73417229697409,0.6037270082492803,0.5,41.22743109644573,0.5889633013777961,0.6,0.10372700824928027,3.7341722969740907,0.014763706871484206,-0.011036698622203911,-0.7725689035542729
52,Thomas Greiss,NYI,31,16,13,78,73,68,35,33,189,190,16.35092223464061,0.5274491043432454,0.5161290322580645,33.85117320783735,0.4978113707034904,0.5147058823529411,0.011320072085180932,0.3509222346406098,0.029637733639755026,-0.016894511649450716,-1.1488267921626516
51,Semyon Varlamov,NYI,45,19,20,101,110,68,35,33,189,190,20.90953388121665,0.4646563084714811,0.4222222222222222,33.85117320783735,0.4978113707034904,0.5147058823529411,0.04243408624925887,1.9095338812166496,-0.033155062232009314,-0.016894511649450716,-1.1488267921626516
75,Oscar Dansk,VEG,1,0,1,2,6,71,39,32,224,209,0.13912406251201284,0.13912406251201284,0.0,37.538780911217145,0.52871522410165,0.5492957746478874,0.13912406251201284,0.13912406251201284,-0.38959116158963714,-0.02058055054623742,-1.4612190887828547
74,Marc-Andre Fleury,VEG,49,27,21,150,133,71,39,32,224,209,26.93644773960352,0.5497234232572147,0.5510204081632653,37.538780911217145,0.52871522410165,0.5492957746478874,-0.001296984906050569,-0.06355226039648088,0.021008199155564733,-0.02058055054623742,-1.4612190887828547
68,Andrei Vasilevskiy,TBL,52,35,17,180,133,70,43,27,243,194,32.39259450483522,0.6229345097083697,0.6730769230769231,41.4631608863823,0.5923308698054613,0.6142857142857143,-0.05014241336855341,-2.6074054951647767,0.030603639902908375,-0.021954844480252977,-1.5368391136177024
69,Curtis McElhinney,TBL,18,8,10,51,52,70,43,27,243,194,8.855047885537072,0.4919471047520596,0.4444444444444444,41.4631608863823,0.5923308698054613,0.6142857142857143,0.047502660307615185,0.855047885537072,-0.10038376505340174,-0.021954844480252977,-1.5368391136177024
61,Brian Elliott,PHI,31,16,11,90,80,69,41,28,227,191,17.009554733156754,0.5486953139727986,0.5161290322580645,39.40806017025299,0.5711313068152607,0.5942028985507246,0.03256628171473408,1.0095547331567545,-0.022435992842462116,-0.023071591735463914,-1.5919398297470124
60,Carter Hart,PHI,43,24,16,119,95,69,41,28,227,191,25.47097357829775,0.5923482227511105,0.5581395348837209,39.40806017025299,0.5711313068152607,0.5942028985507246,0.03420868786738962,1.4709735782977518,0.021216915935849845,-0.023071591735463914,-1.5919398297470124
59,Alex Lyon,PHI,3,1,1,7,8,69,41,28,227,191,1.334530926825718,0.4448436422752393,0.3333333333333333,39.40806017025299,0.5711313068152607,0.5942028985507246,0.111510308941906,0.33453092682571794,-0.12628766454002138,-0.023071591735463914,-1.5919398297470124
66,Jordan Binnington,STL,50,30,20,150,126,71,42,29,223,190,28.59062716953986,0.5718125433907972,0.6,40.188328798198505,0.5660327999746269,0.5915492957746479,-0.028187456609202743,-1.4093728304601392,0.00577974341617038,-0.025516495800021022,-1.811671201801495
67,Jake Allen,STL,24,12,9,67,48,71,42,29,223,190,15.237390134031536,0.6348912555846473,0.5,40.188328798198505,0.5660327999746269,0.5915492957746479,0.13489125558464732,3.2373901340315356,0.06885845561002046,-0.025516495800021022,-1.811671201801495
26,Anton Khudobin,DAL,30,16,12,74,62,69,37,32,178,174,17.18577318772888,0.5728591062576294,0.5333333333333333,35.15034955533723,0.5094253558744526,0.5362318840579711,0.03952577292429604,1.1857731877288806,0.06343375038317678,-0.026806528183518474,-1.849650444662771
27,Ben Bishop,DAL,44,21,20,98,103,69,37,32,178,174,21.092424293847678,0.479373279405629,0.4772727272727273,35.15034955533723,0.5094253558744526,0.5362318840579711,0.002100552132901723,0.09242429384767803,-0.030052076468823574,-0.026806528183518474,-1.849650444662771
62,Matt Murray,PIT,38,20,16,114,107,69,40,29,221,196,19.997810596887703,0.526258173602308,0.5263157894736842,37.92416895461887,0.5496256370234619,0.5797101449275363,-5.7615871376204275e-05,-0.0021894031122968727,-0.023367463421153922,-0.030084507904074353,-2.075831045381129
63,Tristan Jarry,PIT,33,20,13,101,78,69,40,29,221,196,19.9835999430056,0.6055636346365334,0.6060606060606061,37.92416895461887,0.5496256370234619,0.5797101449275363,-0.0004969714240726786,-0.016400056994399392,0.0559379976130715,-0.030084507904074353,-2.075831045381129
19,Cam Talbot,CGY,26,12,11,66,63,70,36,34,204,214,13.501396043838831,0.5192844632245704,0.46153846153846156,33.61135964939401,0.4801622807056288,0.5142857142857142,0.05774600168610888,1.501396043838831,0.03912218251894167,-0.03412343358008546,-2.3886403506059892
20,David Rittich,CGY,48,24,23,129,138,70,36,34,204,214,22.65878771958838,0.47205807749142453,0.5,33.61135964939401,0.4801622807056288,0.5142857142857142,-0.027941922508575467,-1.3412122804116215,-0.008104203214204242,-0.03412343358008546,-2.3886403506059892
78,Ilya Samsonov,WSH,26,16,8,86,60,69,41,28,236,212,16.770640566513226,0.6450246371735856,0.6153846153846154,37.56103258137528,0.5443627910344243,0.5942028985507246,0.029640021788970183,0.7706405665132259,0.10066184613916129,-0.0498401075163003,-3.4389674186247206
79,Braden Holtby,WSH,48,25,20,138,142,69,41,28,236,212,23.43127199265594,0.48815149984699874,0.5208333333333334,37.56103258137528,0.5443627910344243,0.5942028985507246,-0.03268183348633463,-1.5687280073440597,-0.05621129118742557,-0.0498401075163003,-3.4389674186247206
